content,cleaned_content,score,accuracy,completeness,satisfaction,reasoning
"dana sekarang sering banget nggk jelas, gw pake qris tap di stasiun saldo gw sisanya nggk balik lagi, gw batal beli paket data malah kepotong saldo gw beda banget ngkk kaya dulu","dana sekarang sering banget nggk jelas, gw pake qris tap di stasiun saldo gw sisanya nggk balik lagi, gw batal beli paket data malah kepotong saldo gw beda banget ngkk kaya dulu",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo tidak kembali) dan menunjukkan respon emosional negatif (kecewa)
kenapa sekarang tarik dana di alfamart ada adminya ya min kemaren saya tarik Rp. 100.000 adminya Rp. 3.000 apakah ada peraturan baru?,kenapa sekarang tarik dana di alfamart ada adminya ya min kemaren saya tarik rp. 100.000 adminya rp. 3.000 apakah ada peraturan baru?,1,0.0,0.0,1.0,"Pengguna merasa kecewa dengan adanya biaya admin yang tidak terduga saat menarik dana, sehingga terdapat respon emosional."
kenapa saya gagal terus ya login dana saya,kenapa saya gagal terus ya login dana saya,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gagal login) dan menunjukkan respon emosional (kekecewaan)
"kalau aplikasi ini makin buruk kenapa masih ada. kalau tidak bisa perbaiki sistemnya. hilangkan dari play store. berat banget, suka keluar sendiri, lelet. kalau tidak bisa buat orang nyaman. jangan pertahankan. lihat ulasan yang lain. kok keluhan kami semua tidak di pedulikan.. yang punya aplikasi ini manusia atau robot? banyak yang memberikan keluhan tapi tidak di pedulikan","kalau aplikasi ini makin buruk kenapa masih ada. kalau tidak bisa perbaiki sistemnya. hilangkan dari play store. berat banget, suka keluar sendiri, lelet. kalau tidak bisa buat orang nyaman. jangan pertahankan. lihat ulasan yang lain. kok keluhan kami semua tidak di pedulikan.. yang punya aplikasi ini manusia atau robot? banyak yang memberikan keluhan tapi tidak di pedulikan",1,1.0,0.0,1.0,"Pengguna menyebutkan aplikasi sering keluar sendiri, lelet, dan tidak nyaman, yang menunjukkan adanya kesalahan fungsi (accuracy). Pengguna juga mengekspresikan kekecewaan dan kemarahan, yang menunjukkan respon emosional (satisfaction)."
"Aplikasi Dana makin anehh sekarang... masa iyahh aku mau TF ke saudaraku dia udah premium tpi pas mau TF lewat dana ngk muncul Kya yg blm di daftarin... tpi pas aku TF lewat aplikasi sebelah muncul bisa TF,, aneh yahh lewat aplikasi dana nya langsung GK bisa,, tpi lewat sumber yg lain bisa TF nyaa... anehh sumpah dahh","aplikasi dana makin anehh sekarang... masa iyahh aku mau tf ke saudaraku dia udah premium tpi pas mau tf lewat dana ngk muncul kya yg blm di daftarin... tpi pas aku tf lewat aplikasi sebelah muncul bisa tf,, aneh yahh lewat aplikasi dana nya langsung gk bisa,, tpi lewat sumber yg lain bisa tf nyaa... anehh sumpah dahh",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (tidak bisa melakukan transfer) dan menunjukkan respon emosional negatif (kecewa, marah) karena aplikasi tidak berfungsi sebagaimana mestinya."
aplikasi gaje TF malah pending kocak,aplikasi gaje tf malah pending kocak,1,1.0,0.0,1.0,"Pengguna menyebutkan aplikasi 'gaje' dan 'pending', yang menunjukkan adanya kesalahan fungsi (accuracy=1), serta menggunakan kata 'kocak' yang menunjukkan respon emosional negatif (satisfaction=1)."
"tanggal 18 april 2026 saya membeli tiket nonton 2 tiket, total nominal 98.000 dengan iming"" dapat cashback 20.000 untuk minimal transaksi 80.000. sampai dengan tanggal 20 april 2026, cashback tidak masuk juga, dan saya tanyakan ke layanan customer service melalui chat online DIANA. permasalahan belum terselesaikan, tetapi chat di akhiri sepihak oleh CS. apakah ini permainan baru dalam mencuri uang digital dalam bentuk cashback ? tolong ditindak lanjut oleh pihak management aplikasi DANA.","tanggal 18 april 2026 saya membeli tiket nonton 2 tiket, total nominal 98.000 dengan iming dapat cashback 20.000 untuk minimal transaksi 80.000. sampai dengan tanggal 20 april 2026, cashback tidak masuk juga, dan saya tanyakan ke layanan customer service melalui chat online diana. permasalahan belum terselesaikan, tetapi chat di akhiri sepihak oleh cs. apakah ini permainan baru dalam mencuri uang digital dalam bentuk cashback ? tolong ditindak lanjut oleh pihak management aplikasi dana.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (cashback tidak masuk) dan menunjukkan respon emosional negatif (kecewa, marah) karena permasalahan belum terselesaikan dan chat diakhiri sepihak oleh customer service."
MET PG siang sore malam menggapa dana selalu lambat pengirimannya uang dsb,met pg siang sore malam menggapa dana selalu lambat pengirimannya uang dsb,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (lambatnya pengiriman dana) dan menunjukkan respon emosional negatif (kekecewaan)
nyesal gua top up diamond di dana saldo berkurang diamon gk masuk,nyesal gua top up diamond di dana saldo berkurang diamon gk masuk,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena saldo berkurang tetapi diamond tidak masuk, dan juga menunjukkan respon emosional negatif dengan kata 'nyesal'."
ngisi saldo kena potongan mau ternasfer kena admin udah ga ngerti lagi sama apk dana kemungkinan mau di hupus kalo masih gitu kecewa sih apalagi gua sering keluar masuk duit tiap masuk duit kena potongan,ngisi saldo kena potongan mau ternasfer kena admin udah ga ngerti lagi sama apk dana kemungkinan mau di hupus kalo masih gitu kecewa sih apalagi gua sering keluar masuk duit tiap masuk duit kena potongan,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (potongan saldo) dan merasa kecewa dengan aplikasi, sehingga diberi label accuracy dan satisfaction."
knpa ia klo nomornya gk aktf. trus minta kode otp adminnya gk nyambung,knpa ia klo nomornya gk aktf. trus minta kode otp adminnya gk nyambung,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena nomor tidak aktif dan kode OTP admin tidak berfungsi, serta menunjukkan kekecewaan dengan kata 'knpa' yang menandakan emosi negatif."
kenapa dana cicil aku tidak bisa di gunakan padahal udah lunas,kenapa dana cicil aku tidak bisa di gunakan padahal udah lunas,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa digunakan meskipun sudah lunas, dan terdapat respon emosional kekecewaan"
maaf ini saya beli pulsa ko ga masuk masuk yah dari tadi udah satu jam,maaf ini saya beli pulsa ko ga masuk masuk yah dari tadi udah satu jam,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi karena pulsa tidak masuk dan mengungkapkan kekecewaan dengan kata 'ga masuk' dan 'udah satu jam'.
"aplikasinya tolol, chat langsung dengan cs ga bisa.. merugikan duitnya menghilang","aplikasinya tolol, chat langsung dengan cs ga bisa.. merugikan duitnya menghilang",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (chat langsung dengan cs ga bisa) dan merasa kecewa (aplikasinya tolol, merugikan duitnya menghilang)"
saldo tiba tiba hilang sering elor lagi qris tidak bisa aneh,saldo tiba tiba hilang sering elor lagi qris tidak bisa aneh,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo hilang) dan menyatakan kekecewaan (elor lagi, aneh), sehingga label accuracy dan satisfaction diberi nilai 1."
uang saya barusan hilang 1jt lebih tapi tdk ada penyelesaian dari pihak dana,uang saya barusan hilang 1jt lebih tapi tdk ada penyelesaian dari pihak dana,1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (uang hilang), menyebutkan kebutuhan fitur penyelesaian, dan menunjukkan respon emosional negatif (kecewa)"
pindah akun loadingnya LAMA BANGET,pindah akun loadingnya lama banget,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (loading lama) dan menunjukkan respon emosional negatif (kecewa) dengan kata 'lama banget'.
"kemana saldo saya ketika sudah Top up ke Brizi pemberitahuan berhasil, tp kenapa di akun Brizi saya tidak masuk, ini sudah ke 2 x begini, kenapa dana begini.","kemana saldo saya ketika sudah top up ke brizi pemberitahuan berhasil, tp kenapa di akun brizi saya tidak masuk, ini sudah ke 2 x begini, kenapa dana begini.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena saldo tidak masuk ke akun Brizi setelah top up, dan juga menunjukkan respon emosional kekecewaan."
"baru kali ini saya tiba-tiba hilang saldo di apk dana 1jt padahal enggak pun saya beli ataupun transaksi ini ituuu,, anehh banget, pas minta tolong katanya enggak bisa. aku kasih 1 bintang","baru kali ini saya tiba tiba hilang saldo di apk dana 1jt padahal enggak pun saya beli ataupun transaksi ini ituuu,, anehh banget, pas minta tolong katanya enggak bisa. aku kasih 1 bintang",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (hilang saldo) dan menunjukkan respon emosional negatif (anehh banget, kasih 1 bintang)"
kenapa limit ku kok gk bisa dipakai,kenapa limit ku kok gk bisa dipakai,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (limit tidak bisa dipakai) dan menunjukkan respon emosional kekecewaan (kenapa)
fitur dana cicil tidak merata,fitur dana cicil tidak merata,1,0.0,1.0,0.0,"Pengguna menyebutkan fitur dana cicil tidak merata, yang berarti fitur tersebut tidak lengkap atau kurang, sehingga label completeness diberi nilai 1."
dana tidak jelas .ganti no baru.saldo no lama TDK dmasukkan ke no baru saya sampai berminggu Minggu.,dana tidak jelas .ganti no baru.saldo no lama tdk dmasukkan ke no baru saya sampai berminggu minggu.,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena saldo tidak dimasukkan ke nomor baru, dan pengguna juga merasa kecewa karena masalah ini berlangsung berminggu-minggu."
kurang bagus pelayanannya dana mah.sinyal aja sibuk melulu,kurang bagus pelayanannya dana mah.sinyal aja sibuk melulu,1,1.0,0.0,1.0,"Pengguna menyebutkan bahwa sinyal selalu sibuk, yang menunjukkan adanya kesalahan fungsi (accuracy=1) dan juga mengungkapkan kekecewaan (satisfaction=1) karena pelayanan yang kurang bagus."
gk bisa di buka dana dah tlol,gk bisa di buka dana dah tlol,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena tidak bisa membuka dana, dan terdapat respon emosional 'tlol' yang menunjukkan kekecewaan"
"mungkin untuk sebagian orang aplikasi ini bagus, menurut saya juga bagus waktu belum kejadian seperti ini. saya tidak merasa melakukan transaksi apapun, tanggal 24 April 2026 jam 21.00 lebih saya mengisi saldo 450.000, Dini hari sekitar jam 00.00 lebih baru saya buka, tapi tau-tau Saldo saya hilang, setelah saya lihat Aktifitas, ternyata ada transaksi pengisian pulsa yg ber turut2 dengan nomer yg sama.. saya chat ke Diana tapi jawabannya sangat2 tidak memuaskan, hanya pertanyaan & pertanyaan..","mungkin untuk sebagian orang aplikasi ini bagus, menurut saya juga bagus waktu belum kejadian seperti ini. saya tidak merasa melakukan transaksi apapun, tanggal 24 april 2026 jam 21.00 lebih saya mengisi saldo 450.000, dini hari sekitar jam 00.00 lebih baru saya buka, tapi tau tau saldo saya hilang, setelah saya lihat aktifitas, ternyata ada transaksi pengisian pulsa yg ber turut2 dengan nomer yg sama.. saya chat ke diana tapi jawabannya sangat2 tidak memuaskan, hanya pertanyaan pertanyaan..",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo hilang) dan merasa tidak puas dengan jawaban dari customer service (tidak memuaskan)
"kok dana cicilan nya gak ada,aneh deh dana ini","kok dana cicilan nya gak ada,aneh deh dana ini",1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa dana cicilan tidak ada, yang menunjukkan bahwa fitur tersebut tidak lengkap, dan juga mengungkapkan kekecewaan dengan menggunakan kata 'aneh'"
"buat yg download dana buat top up game kalo kata saya jangan, aku udah ngisi saldo dana banyak, terus udah ku jalani semua peraturan buat top up di dana nya, tapi ujung Ujung nya dana nya gk mau kirim, buang buang uang sama waktu😠, aku udah ber kali kali coba lagi sama teman teman ku yg pada bisa pake dana tapi sama aja, tulisan nya cuma dana menolak membayar","buat yg download dana buat top up game kalo kata saya jangan, aku udah ngisi saldo dana banyak, terus udah ku jalani semua peraturan buat top up di dana nya, tapi ujung ujung nya dana nya gk mau kirim, buang buang uang sama waktu , aku udah ber kali kali coba lagi sama teman teman ku yg pada bisa pake dana tapi sama aja, tulisan nya cuma dana menolak membayar",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (dana tidak mau kirim) dan merasa kecewa dengan pengalaman tersebut, sehingga dilabeli accuracy 1 dan satisfaction 1."
"pelitt,udah make selama 4 tahun gak di bolehin aktifin dana cicil,gk recommend buat kalian","pelitt,udah make selama 4 tahun gak di bolehin aktifin dana cicil,gk recommend buat kalian",1,1.0,0.0,1.0,"Pengguna menyebutkan bahwa mereka tidak bisa mengaktifkan dana cicil setelah menggunakan aplikasi selama 4 tahun, yang menunjukkan adanya kesalahan fungsi (accuracy). Pengguna juga menyatakan bahwa mereka tidak merekomendasikan aplikasi ini, yang menunjukkan respon emosional negatif (satisfaction)."
parah dana cicil tidak bisa di pakai padahal saldo ada,parah dana cicil tidak bisa di pakai padahal saldo ada,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (dana cicil tidak bisa dipakai) dan menunjukkan respon emosional negatif (parah), tetapi tidak menyebutkan kekurangan fitur."
kenapa dana cicil limitnya ada ko gak bisa di gunakan padahal gak punya hutang atau nunggak saya kecewaaa,kenapa dana cicil limitnya ada ko gak bisa di gunakan padahal gak punya hutang atau nunggak saya kecewaaa,1,0.0,1.0,1.0,Pengguna menyebutkan kekecewaan karena limit dana cicil tidak bisa digunakan dan menyatakan bahwa fitur tersebut tidak lengkap atau tidak sesuai dengan kebutuhan mereka.
ga ada pitur dana cicil punya sayah mah,ga ada pitur dana cicil punya sayah mah,1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa tidak ada fitur dana cicil, yang berarti fitur tidak lengkap, dan juga terdapat respon emosional 'ga ada' yang menunjukkan kekecewaan."
jangan pake dana sumpah banyak eror nya masa transaksi sampai 1 hari banyak potongan gak jelas pula. kalau kalian belum ngerasain eror pasti suatu saat kalian ngerasain ini apk eror di waktu yang gak pas uninstal aja ini apk tarik semua uang kalian jangan sampai menyesal,jangan pake dana sumpah banyak eror nya masa transaksi sampai 1 hari banyak potongan gak jelas pula. kalau kalian belum ngerasain eror pasti suatu saat kalian ngerasain ini apk eror di waktu yang gak pas uninstal aja ini apk tarik semua uang kalian jangan sampai menyesal,1,1.0,0.0,1.0,"Pengguna menyebutkan adanya kesalahan fungsi (eror) dan mengekspresikan kekecewaan dengan kata-kata seperti 'sumpah', 'eror', 'gak jelas', dan 'menyesal'."
kenapa akun saya gak ada fitur dana cicil padahal udah premium akunnya,kenapa akun saya gak ada fitur dana cicil padahal udah premium akunnya,1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur dana cicil tidak ada pada akun premium mereka, menunjukkan kekurangan fitur (completeness) dan juga menunjukkan kekecewaan (satisfaction) karena pengguna menggunakan kata 'kenapa' yang mengandung nuansa kekecewaan."
sudah sering bertransaksi tapi belum muncul juga fitur dana cicilnya,sudah sering bertransaksi tapi belum muncul juga fitur dana cicilnya,1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur dana cicil belum muncul, menunjukkan bahwa fitur tersebut tidak lengkap atau kurang, serta terdapat respon emosional kekecewaan karena pengguna sudah sering bertransaksi tapi fitur tersebut belum tersedia."
Kenapa danaku ga bisa dibuka. Tolong bantuannya terima kasih,kenapa danaku ga bisa dibuka. tolong bantuannya terima kasih,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena aplikasi tidak bisa dibuka, dan terdapat respon emosional berupa permintaan bantuan yang mengindikasikan kekecewaan."
"kenapa sih gk bisa buat beli paket, fitur emas nya juga padahal udh beli malah gk bisa di akses","kenapa sih gk bisa buat beli paket, fitur emas nya juga padahal udh beli malah gk bisa di akses",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (tidak bisa buat beli paket), menyebutkan fitur tidak lengkap (fitur emas), dan menunjukkan respon emosional negatif (kekecewaan)"
poin dana saya hilang semua tanpa aebab rugi,poin dana saya hilang semua tanpa aebab rugi,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (hilangnya dana) dan merasakan kehilangan (rugi), sehingga label accuracy dan satisfaction diberi nilai 1."
Apaan Sihh Nggak Jelas Sekali Nggak Bisa Transfer Loading Terus Nggak Selesai-selesai !!!,apaan sihh nggak jelas sekali nggak bisa transfer loading terus nggak selesai selesai !!!,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (transfer loading terus nggak selesai) dan menunjukkan respon emosional negatif (kecewa, marah)"
saya kasih bintang 1 karna saldo saya tidak dikembalikan nomor lama ke nomor yg baru,saya kasih bintang 1 karna saldo saya tidak dikembalikan nomor lama ke nomor yg baru,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo tidak dikembalikan) dan merasa kecewa (memberi bintang 1)
"dana parah sih saldo tiba tiba ilang, trakhir cek saldo sisa 8ribu dan aku cek lagi tiba tiba jadi 0. untung cuma 8ribu kalo banyak udah nangis aku","dana parah sih saldo tiba tiba ilang, trakhir cek saldo sisa 8ribu dan aku cek lagi tiba tiba jadi 0. untung cuma 8ribu kalo banyak udah nangis aku",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo tiba-tiba hilang) dan menunjukkan respon emosional negatif (kecewa, marah)"
"susah banget orng mau tf ke temen, malah gbisa karna terlalu banyak transaksi harus sabar lahh apaa lahh, padahal udh coba 1jam","susah banget orng mau tf ke temen, malah gbisa karna terlalu banyak transaksi harus sabar lahh apaa lahh, padahal udh coba 1jam",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (gbisa) dan menunjukkan respon emosional negatif (susah banget, malah, apaa lahh) karena terlalu banyak transaksi yang menyebabkan mereka harus menunggu lama."
"awas hati2 tolong pak KDM banyak sekarang penipu2 berkedok menggunakan no dana agar bisa bertransaksi, pihak dana pun tidak bisa membantu untuk menanggulangi , dan memberi sangsi kepada no penipu yg memang sudah terbukti masih di pelihara no no dana sebagai penipuan tapi tidak di berantas dan di exe kusi","awas hati2 tolong pak kdm banyak sekarang penipu2 berkedok menggunakan no dana agar bisa bertransaksi, pihak dana pun tidak bisa membantu untuk menanggulangi , dan memberi sangsi kepada no penipu yg memang sudah terbukti masih di pelihara no no dana sebagai penipuan tapi tidak di berantas dan di exe kusi",1,0.0,0.0,1.0,Pengguna merasa kecewa dengan layanan Dana karena tidak bisa membantu menanggulangi penipuan dan tidak mengambil tindakan terhadap pelaku penipuan.
punya dana cicil ga bisa di pakai padahal sudah lunas semua payah,punya dana cicil ga bisa di pakai padahal sudah lunas semua payah,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa digunakan meskipun sudah lunas, dan juga menunjukkan respon emosional negatif dengan kata 'payah'."
"gajelas banget dana, udah hampir 1 bulan dana cicil gabisa di pake, padahal ga ada tunggakan, pembayaran tepat terus, giliran di butuhin gabisa di pake, aneh","gajelas banget dana, udah hampir 1 bulan dana cicil gabisa di pake, padahal ga ada tunggakan, pembayaran tepat terus, giliran di butuhin gabisa di pake, aneh",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (dana cicil tidak bisa digunakan) dan menunjukkan respon emosional negatif (kecewa, marah) dengan kata-kata seperti 'gajelas', 'aneh', dan 'gabisa'."
"saya kecewa sama dana, akun lama saya hilang nomer dan email tidak aktif dan di dalam masih ada saldo 269k saya minta tolong kembaliin di akun baru saya","saya kecewa sama dana, akun lama saya hilang nomer dan email tidak aktif dan di dalam masih ada saldo 269k saya minta tolong kembaliin di akun baru saya",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (akun lama hilang) dan merasa kecewa, sehingga label accuracy dan satisfaction diberi nilai 1."
"Internet bagus, tp knp pas apk dana di buka sllu bertuliskan internet terputus? saya jdi tidak bisa transaksi SMA Sekali","internet bagus, tp knp pas apk dana di buka sllu bertuliskan internet terputus? saya jdi tidak bisa transaksi sma sekali",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (internet terputus) dan merasa kecewa karena tidak bisa melakukan transaksi.
aplikasi tolol pelayanan buruk,aplikasi tolol pelayanan buruk,1,0.0,0.0,1.0,Ulasan mengandung respon emosional negatif (pelayanan buruk) yang menunjukkan ketidakpuasan pengguna.
saldo saya hilang 1.400.000 dan tidak kembali,saldo saya hilang 1.400.000 dan tidak kembali,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo hilang) dan menunjukkan respon emosional negatif (kehilangan uang)
kenapa tiba-tiba eror dan punya saya tiba-tiba hilang yg tadinya sudah premium sekarang malah belum premium dan kenapa coba apa penyebabnya bikin kecewa,kenapa tiba tiba eror dan punya saya tiba tiba hilang yg tadinya sudah premium sekarang malah belum premium dan kenapa coba apa penyebabnya bikin kecewa,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (eror) dan merasa kecewa karena akun premium mereka tiba-tiba berubah menjadi belum premium.
dana kebanyakan akun phising,dana kebanyakan akun phising,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (akun phising) dan menunjukkan respon emosional negatif (kecewa)
terlalu banyak kendala saat menggantikan nomor baru dan kirim uang mohon di perbaiki lagi dana ini yaaa agar tidak terlalu banyak eror,terlalu banyak kendala saat menggantikan nomor baru dan kirim uang mohon di perbaiki lagi dana ini yaaa agar tidak terlalu banyak eror,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (eror) dan mengungkapkan kekecewaan dengan permintaan perbaikan.
lama baca aris. dari file screenshot,lama baca aris. dari file screenshot,1,0.0,0.0,0.0,"Ulasan tidak menyebutkan kesalahan fungsi, kekurangan fitur, atau respon emosional"
Mau nyimpan uang lebih 100rb di apk ini ngeri gw kata orang orang gak aman,mau nyimpan uang lebih 100rb di apk ini ngeri gw kata orang orang gak aman,1,0.0,0.0,1.0,"Pengguna merasa tidak aman (ngeri) saat ingin menyimpan uang di aplikasi, menunjukkan respon emosional negatif."
"what what an ajggg yang lain ada dana cicil yg gua gaada padahal uda premium,gada tagihan apa apa,intens pake dana tpi ga muncul gilira tmn gua yg ga intens pake dana muncul dana cicil","what what an ajggg yang lain ada dana cicil yg gua gaada padahal uda premium,gada tagihan apa apa,intens pake dana tpi ga muncul gilira tmn gua yg ga intens pake dana muncul dana cicil",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena fitur dana cicil tidak muncul padahal sudah premium, dan juga menunjukkan respon emosional kecewa dengan kata-kata 'what what an ajggg' dan 'gilira'."
Situs Nya Aja Gak Terjangkau Hebat Hebat Sekarang Kalo Mau Top Up Jadi Gitu?,situs nya aja gak terjangkau hebat hebat sekarang kalo mau top up jadi gitu?,1,1.0,0.0,1.0,"Pengguna menyebutkan bahwa situs tidak terjangkau dan mengalami kesulitan saat top up, menunjukkan adanya kesalahan fungsi (accuracy) dan respon emosional negatif (satisfaction)"
"KEAMANAN KURANG, SETIAP TRANSAKSI TIDAK MEMINTA VERIFIKASI. SEMOGA SAJA UANG SAYA CEPAT KEMBALI","keamanan kurang, setiap transaksi tidak meminta verifikasi. semoga saja uang saya cepat kembali",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (keamanan kurang) dan menyebutkan fitur tidak lengkap (tidak meminta verifikasi), serta menunjukkan respon emosional (kecewa) karena uangnya belum kembali."
"akun saya tiba"" dikunci sama dana. mnta di buka kan tapi no respon. saya kasi bintang 1 aja... kesel banget duit masih di akun tersebut. mentang""isinya banyak langsung dikunci..",akun saya tiba dikunci sama dana. mnta di buka kan tapi no respon. saya kasi bintang 1 aja... kesel banget duit masih di akun tersebut. mentang isinya banyak langsung dikunci..,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (akun dikunci) dan menunjukkan respon emosional negatif (kesel banget)
aplikasi tolol setiap mau check in hari kedua selalu gagal padahal sinyal lancar takut rugi ni apk idiot,aplikasi tolol setiap mau check in hari kedua selalu gagal padahal sinyal lancar takut rugi ni apk idiot,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gagal check in) dan menunjukkan respon emosional negatif (menggunakan kata-kata kasar seperti 'tolol' dan 'idiot')
"udah 6 hari transferan gua gak masuk2 ,padahal udah buat laporan ke Diana ,tetap aja gak mengerti ,buat apa jadinya kalo ada laporan tapi tidak mengerti","udah 6 hari transferan gua gak masuk2 ,padahal udah buat laporan ke diana ,tetap aja gak mengerti ,buat apa jadinya kalo ada laporan tapi tidak mengerti",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (transferan tidak masuk) dan menunjukkan respon emosional kecewa (frustrasi) karena laporan yang dibuat tidak direspon dengan baik.
"udah transfer ke tujuan, di bukti transferan berhasil tapi ke tujuan tidak sampai, tidak solutif.","udah transfer ke tujuan, di bukti transferan berhasil tapi ke tujuan tidak sampai, tidak solutif.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena transfer tidak sampai ke tujuan, dan juga menyatakan kekecewaan dengan menggunakan kata 'tidak solutif'."
"tidak aman, tidak ada konfirmasi untuk pembayaran minimal konfirmasi untuk pembayaran apapun dengan menggunakan pin","tidak aman, tidak ada konfirmasi untuk pembayaran minimal konfirmasi untuk pembayaran apapun dengan menggunakan pin",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi karena tidak ada konfirmasi untuk pembayaran, dan juga menyebutkan kebutuhan fitur konfirmasi pembayaran dengan pin, serta menunjukkan respon emosional negatif dengan kata 'tidak aman'."
"gausah deh nyimpen uang di dana, suka terpotong otomatis ntah itu admin atau lainnya cs bot, tidak menyelesaikan masalah saldo hilang tanpa riwayat kemana uang tsb hilang potongan langganan yang double, padahal di apl langganan tsb hanya 1 pembayaran tolong tingkat kan ya!","gausah deh nyimpen uang di dana, suka terpotong otomatis ntah itu admin atau lainnya cs bot, tidak menyelesaikan masalah saldo hilang tanpa riwayat kemana uang tsb hilang potongan langganan yang double, padahal di apl langganan tsb hanya 1 pembayaran tolong tingkat kan ya!",1,,,,
sangat buruk mengecewakan uang aku hilang ga ada urusannya dan ga ada jaminan kembali,sangat buruk mengecewakan uang aku hilang ga ada urusannya dan ga ada jaminan kembali,1,,,,
"Gagal upgrade premium krn ktp sudah dipakai oleh nomor sebelumnya yang hilang. Giliran pemindahan akun malah ga bisa. Solusi lah. Pake kk kek, sim kek, yang penting tetep biisa","gagal upgrade premium krn ktp sudah dipakai oleh nomor sebelumnya yang hilang. giliran pemindahan akun malah ga bisa. solusi lah. pake kk kek, sim kek, yang penting tetep biisa",1,,,,
"saya mau bikin dana bisnis sampe sekarang gak bisa,tulisan nya coba lagi tapi gak bisa di klik,saya kecewa...","saya mau bikin dana bisnis sampe sekarang gak bisa,tulisan nya coba lagi tapi gak bisa di klik,saya kecewa...",1,,,,
dana gue hilang kont,dana gue hilang kont,1,,,,
"Dana plus apaan gak jelas, cuman 40k aja tidak diproses sampia sekarang apalagi top up banyak gak jelasssssss","dana plus apaan gak jelas, cuman 40k aja tidak diproses sampia sekarang apalagi top up banyak gak jelasssssss",1,,,,
"kak dana cicil saya ngk bisa terus,padalan terasangsi sebulan hinga 5/6jt","kak dana cicil saya ngk bisa terus,padalan terasangsi sebulan hinga 5 6jt",1,,,,
min mohon perbaiki lagi ini uang ku kenapa hilang tiba² udah 2 kali selalu kepotong 40 kalo isi dana 100+ pasti kepotong,min mohon perbaiki lagi ini uang ku kenapa hilang tiba udah 2 kali selalu kepotong 40 kalo isi dana 100 pasti kepotong,1,,,,
aplikasi jelek gak jelas orang login aja dibilang system busy matamu disuruh chat Diana tapi syestem pemeliharaan apk gkjelas,aplikasi jelek gak jelas orang login aja dibilang system busy matamu disuruh chat diana tapi syestem pemeliharaan apk gkjelas,1,,,,
